2008-11-17,78.63
2008-11-14,80.70
2008-11-13,84.20
2008-11-12,78.75
2008-11-11,83.01
2008-11-10,84.89
1989-09-15,33.93
1989-09-14,33.75
1989-09-13,33.97
1989-09-12,34.29
2008-11-19,74.58
2008-11-18,79.43
2004-05-27,103.82
2004-05-26,103.22
2004-05-25,103.03
2004-05-24,101.40
1997-03-21,73.50
1997-03-20,73.36
2004-05-21,101.23
2004-05-20,100.82
2004-05-28,103.76
1986-07-07,26.61
1986-07-01,27.47
1986-07-03,27.45
1986-07-02,27.55
1986-07-09,26.48
1986-07-08,26.34
1993-03-18,42.73
1993-03-19,42.57
1993-03-15,42.68
1993-03-16,42.68
1993-03-17,42.39
1993-03-10,43.14
1993-03-11,42.89
1993-03-12,42.53
1999-08-23,125.91
1999-08-20,123.72
1999-08-26,126.08
1999-08-27,124.82
1999-08-24,126.22
1999-08-25,127.91
1989-09-19,34.09
2014-03-31,172.63
1989-09-18,34.10
1999-03-09,118.94
1999-03-08,119.21
1994-04-05,42.12
1994-04-04,41.23
1994-04-07,42.36
1994-04-06,42.10
1999-03-01,114.84
1994-04-08,42.01
1999-03-03,114.08
1999-03-02,113.85
1999-03-05,118.53
1999-03-04,115.85
2005-05-31,110.09
1992-11-23,40.41
1992-11-20,40.55
1992-11-27,40.91
1985-03-04,21.40
1992-11-25,40.81
1992-11-24,40.66
1996-10-24,66.06
1996-10-25,65.94
1985-03-05,21.43
1996-10-21,66.78
1996-10-22,66.47
1996-10-23,66.54
1996-10-28,65.59
1996-10-29,66.00
1997-03-25,73.66
1997-03-24,74.14
1985-03-01,21.53
1997-03-27,72.26
2012-02-27,126.32
1997-03-26,73.81
2004-07-30,101.92
2012-02-24,126.14
2001-08-30,104.45
2001-08-31,104.87
2012-02-22,125.35
1985-03-08,21.07
1990-11-30,31.08
1993-07-19,42.06
1993-07-12,42.33
1993-07-13,42.25
1993-07-14,42.44
1993-07-15,42.36
1993-07-16,42.03
1990-09-11,30.91
1980-07-23,16.59
1980-07-25,16.43
1980-07-30,16.65
1990-01-19,32.31
1994-05-31,43.08
1990-01-15,32.11
1990-01-17,32.15
1990-01-16,32.46
1990-01-11,33.20
1990-01-10,33.08
1990-01-12,32.38
1994-08-09,43.22
1994-08-08,43.19
1994-08-05,43.11
1994-08-04,43.23
1980-07-31,16.58
1994-08-01,43.44
1994-08-03,43.51
1994-08-02,43.45
2009-10-30,95.63
2011-06-30,121.65
1981-08-05,17.54
1990-09-12,31.05
1984-12-05,19.67
1984-12-04,19.83
1984-12-07,19.70
1984-12-06,19.75
1981-08-04,17.34
1984-12-03,19.75
2004-03-30,104.08
2004-03-31,104.01
1994-05-26,43.13
2004-02-20,105.86
1989-01-26,28.59
1993-09-01,43.83
1989-01-24,28.27
1989-01-25,28.35
1989-01-23,27.88
1989-01-20,28.08
1992-05-12,39.41
2004-02-24,105.40
2004-02-25,105.83
1982-07-19,14.13
1982-07-12,13.98
1982-07-13,13.97
1982-07-16,14.18
1982-07-14,14.10
1982-07-15,14.10
1995-02-10,45.18
1995-02-13,45.21
1995-02-15,45.49
1995-02-14,45.30
1995-02-17,45.26
1995-02-16,45.49
1992-05-19,39.46
1992-05-18,39.12
2008-05-12,129.45
2008-05-13,129.43
2008-05-16,131.54
2008-05-14,129.97
2008-05-15,131.37
2008-05-19,131.67
1985-10-07,21.37
2009-11-18,102.59
2009-11-19,101.21
1985-10-02,21.61
1985-10-03,21.65
2012-11-29,131.07
2012-11-28,130.49
2012-11-27,129.44
2012-11-26,130.11
2009-11-10,100.98
2009-11-11,101.49
2012-11-23,130.37
2009-11-17,102.62
2012-11-21,128.68
2012-11-20,128.38
1994-03-31,41.86
1994-03-30,41.84
2002-07-30,83.45
2002-07-31,84.28
1986-03-21,25.57
1986-03-20,25.91
1986-03-27,26.02
1986-03-26,26.02
1986-03-25,25.73
1986-03-24,25.80
1991-12-05,36.13
1991-10-25,36.60
1996-09-03,61.62
2013-01-30,138.51
2013-01-31,138.17
1996-09-06,61.75
1995-06-09,49.73
1995-06-06,50.44
1995-06-07,50.21
1995-06-05,50.43
1995-06-02,50.15
1995-06-01,50.23
1991-10-21,37.15
1999-04-08,124.26
1999-04-09,124.66
1999-04-01,119.58
1999-04-05,122.12
1999-04-06,121.82
1999-04-07,122.68
1982-01-07,15.07
1982-01-06,15.10
1985-09-04,22.12
1985-09-05,22.11
1985-09-06,22.22
1982-01-05,15.21
1985-09-03,22.18
1982-01-04,15.55
1985-09-09,22.23
2012-03-28,129.51
2012-03-29,129.30
2012-03-26,130.48
2012-03-27,130.12
2012-03-20,129.99
2012-03-21,129.76
2012-03-22,128.83
2012-03-23,128.69
1982-01-08,15.15
2001-12-31,105.89
2008-09-24,109.75
2005-10-24,110.59
2005-10-25,110.31
2005-10-26,109.83
2005-10-27,108.70
2005-10-20,108.58
2005-10-21,108.75
2005-10-28,110.51
1986-04-07,24.91
1990-05-11,33.67
1990-05-10,32.88
1990-05-15,33.90
1990-05-14,33.95
1990-05-17,33.93
1990-05-16,33.88
1990-05-18,33.95
1995-09-08,54.00
1995-09-01,53.16
1995-09-07,53.78
1995-09-06,53.78
1995-09-05,53.67
2012-04-05,128.91
2012-04-04,128.94
2012-04-03,130.27
2012-04-02,130.76
2012-04-09,127.44
2002-09-30,75.26
2012-07-20,125.72
2012-07-23,124.60
2012-07-24,123.47
2012-07-25,123.44
2012-07-26,125.48
2012-07-27,127.88
2007-02-08,133.57
1981-12-18,16.56
1981-12-17,16.44
1981-12-16,16.35
1981-12-15,16.43
1981-12-14,16.39
1981-12-11,16.67
1981-12-10,16.78
1987-03-31,29.22
1987-03-30,28.97
2003-07-31,91.59
2003-07-30,91.31
1983-11-30,20.87
2012-10-03,133.82
2010-09-10,102.57
2010-09-13,103.74
2010-09-15,104.04
2010-09-14,103.67
2010-09-17,104.10
2010-09-16,104.02
2008-06-13,125.72
2008-06-12,123.86
